,article_id,dates
7350,a6e5d2fa,"[datetime.date(2018, 3, 31), datetime.date(2018, 3, 10), datetime.date(2040, 3, 30)]"
5020,77d13da,"[datetime.date(2018, 5, 10), datetime.date(2030, 5, 15), datetime.date(2018, 2, 15)]"
2925,4c4969cc,"[datetime.date(2017, 5, 3), datetime.date(2018, 5, 3), datetime.date(2016, 5, 3)]"
625,1ccb4d64,"[datetime.date(2018, 6, 6), datetime.date(2018, 5, 31), datetime.date(2018, 5, 21)]"
3332,556fb131,"[datetime.date(2018, 6, 6)]"
6319,91fb8a65,"[datetime.date(2018, 5, 10)]"
11739,ffcdb8b3,"[datetime.date(2017, 12, 12), datetime.date(2017, 12, 9), datetime.date(2020, 12, 9)]"
450,1942f524,"[datetime.date(2018, 3, 5), datetime.date(2017, 3, 5), datetime.date(2015, 3, 5), datetime.date(2007, 3, 5), datetime.date(2065, 3, 5)]"
2227,3caa5cb5,[]
3976,624b8637,"[datetime.date(2065, 1, 5), datetime.date(2017, 1, 5), datetime.date(2011, 1, 5), datetime.date(2016, 10, 5), datetime.date(2018, 5, 5)]"
3333,5579b752,"[datetime.date(2020, 1, 9), datetime.date(2018, 1, 15), datetime.date(2018, 6, 9), datetime.date(2018, 5, 9), datetime.date(2018, 2, 9)]"
5046,78416b4d,[]
6380,935b4e46,"[datetime.date(2008, 9, 15), datetime.date(2018, 5, 30), datetime.date(2015, 5, 28), datetime.date(2018, 5, 28), datetime.date(2018, 5, 6)]"
9457,d128dc0b,"[datetime.date(2030, 5, 11), datetime.date(2020, 5, 11), datetime.date(2018, 5, 1), datetime.date(2012, 5, 11)]"
2731,47cc1cfa,"[datetime.date(2067, 1, 21), datetime.date(2018, 1, 21)]"
2043,39350ce4,[]
1226,2856f9d3,"[datetime.date(2017, 1, 29), datetime.date(2017, 12, 16), datetime.date(2017, 3, 29), datetime.date(2017, 12, 20), datetime.date(2017, 12, 30)]"
6175,8ea1eb73,"[datetime.date(2018, 5, 10), datetime.date(2018, 12, 10)]"
10323,e32976d8,"[datetime.date(2013, 1, 27), datetime.date(2018, 1, 10), datetime.date(2017, 1, 27), datetime.date(2018, 1, 28), datetime.date(2048, 1, 27)]"
8135,b69918fb,"[datetime.date(2018, 5, 6), datetime.date(2018, 4, 8), datetime.date(2018, 10, 6), datetime.date(2000, 12, 21), datetime.date(2035, 4, 6)]"
9085,c97a2954,"[datetime.date(2051, 5, 3), datetime.date(2018, 5, 6), datetime.date(2018, 5, 3), datetime.date(2018, 12, 3), datetime.date(2018, 5, 5)]"
10285,e26a8479,[]
7000,9f67dc34,"[datetime.date(2050, 3, 28), datetime.date(2018, 12, 28), datetime.date(2018, 4, 2), datetime.date(2009, 3, 28), datetime.date(2018, 3, 30)]"
9134,caf25108,"[datetime.date(2018, 2, 28), datetime.date(2018, 5, 27), datetime.date(2067, 2, 27)]"
5532,81b24b0c,"[datetime.date(2017, 12, 20), datetime.date(2018, 12, 20)]"
4281,6862510,"[datetime.date(2038, 1, 3), datetime.date(2030, 1, 3), datetime.date(2018, 1, 16), datetime.date(2018, 5, 3), datetime.date(2018, 1, 3)]"
144,1373924f,"[datetime.date(2017, 1, 1), datetime.date(2017, 5, 19), datetime.date(2017, 12, 19)]"
1317,2a1cba26,"[datetime.date(2014, 11, 18), datetime.date(2012, 1, 18), datetime.date(2011, 1, 18), datetime.date(2007, 1, 18), datetime.date(2008, 9, 18)]"
9842,d9186c9d,"[datetime.date(2018, 1, 3), datetime.date(2018, 1, 31), datetime.date(2018, 1, 4), datetime.date(2018, 1, 23)]"
7845,b080bbf2,"[datetime.date(2018, 12, 9), datetime.date(2050, 6, 9), datetime.date(2018, 8, 6), datetime.date(2040, 6, 9), datetime.date(2018, 6, 5)]"
1573,2f0eeedc,"[datetime.date(2067, 1, 9)]"
1668,31107d00,"[datetime.date(2018, 5, 4)]"
2889,4b3c8e4a,"[datetime.date(2055, 4, 2), datetime.date(2002, 4, 2), datetime.date(2018, 5, 2), datetime.date(2017, 10, 2), datetime.date(2013, 4, 2)]"
6414,9433d445,"[datetime.date(2021, 4, 26), datetime.date(2018, 4, 26), datetime.date(2018, 5, 2), datetime.date(2017, 4, 26)]"
7374,a7746dd1,"[datetime.date(2018, 3, 9), datetime.date(2018, 3, 4)]"
5080,78fd88d,"[datetime.date(2018, 7, 14), datetime.date(2018, 5, 14), datetime.date(2018, 5, 16)]"
11267,f67651cd,"[datetime.date(2005, 4, 6), datetime.date(2018, 4, 21), datetime.date(2018, 3, 6), datetime.date(2030, 4, 6), datetime.date(2017, 4, 6)]"
7576,ab7c42a1,"[datetime.date(2018, 6, 1)]"
3661,5c55ecad,"[datetime.date(2016, 3, 13), datetime.date(2018, 3, 5), datetime.date(2018, 3, 3), datetime.date(2019, 3, 13), datetime.date(2018, 1, 17)]"
3147,514c1ef9,"[datetime.date(2051, 5, 8), datetime.date(2030, 5, 8), datetime.date(2003, 5, 6), datetime.date(2016, 5, 8), datetime.date(2017, 5, 8)]"
1752,32e22b9d,"[datetime.date(2018, 5, 17), datetime.date(2013, 1, 17), datetime.date(2018, 12, 17), datetime.date(2018, 1, 22), datetime.date(2020, 1, 17)]"
10511,e7505b4a,"[datetime.date(2017, 6, 10), datetime.date(2017, 12, 12)]"
1351,2ae4eec9,"[datetime.date(2050, 4, 6), datetime.date(2030, 4, 6), datetime.date(2018, 4, 7), datetime.date(2025, 4, 6)]"
881,21759683,"[datetime.date(2007, 1, 25), datetime.date(2012, 1, 25), datetime.date(2018, 1, 29)]"
1149,26d5687d,"[datetime.date(2018, 1, 22), datetime.date(2016, 6, 18)]"
7902,b1a2d32b,"[datetime.date(2018, 1, 10), datetime.date(2018, 3, 10), datetime.date(2017, 1, 10), datetime.date(2018, 1, 15), datetime.date(2018, 5, 10)]"
8860,c5680ad8,"[datetime.date(2018, 1, 14), datetime.date(2016, 1, 14), datetime.date(2030, 1, 14), datetime.date(2017, 1, 14), datetime.date(2051, 1, 14)]"
7598,abdf5a8b,"[datetime.date(2018, 2, 26)]"
8592,bfce4fb5,"[datetime.date(2014, 3, 18), datetime.date(2018, 5, 18), datetime.date(2008, 3, 18), datetime.date(2009, 3, 18), datetime.date(2017, 10, 18)]"
3943,61a3f161,"[datetime.date(2018, 5, 10)]"
4391,6ad53005,"[datetime.date(2018, 1, 3), datetime.date(2018, 1, 2), datetime.date(2017, 1, 9), datetime.date(2018, 1, 1), datetime.date(2015, 1, 9)]"
8648,c0eece9b,"[datetime.date(2018, 5, 7), datetime.date(2017, 5, 13), datetime.date(2002, 5, 13), datetime.date(2018, 5, 14), datetime.date(2030, 5, 13)]"
9506,d22d15ce,"[datetime.date(2017, 12, 26), datetime.date(2017, 12, 19), datetime.date(2017, 12, 14)]"
4318,6935a43c,"[datetime.date(2018, 2, 20)]"
2534,43d5c9cf,"[datetime.date(2017, 12, 15), datetime.date(2020, 12, 19)]"
7840,b0648f27,"[datetime.date(2018, 3, 4), datetime.date(2019, 3, 1), datetime.date(2018, 10, 15)]"
3358,560dedf7,"[datetime.date(2018, 5, 5)]"
3473,58722369,"[datetime.date(2016, 12, 15), datetime.date(2015, 12, 15), datetime.date(2017, 12, 21)]"
3985,627f331,"[datetime.date(2009, 5, 30), datetime.date(2018, 3, 30), datetime.date(2018, 5, 21)]"
11266,f66e0841,"[datetime.date(2018, 12, 22), datetime.date(2017, 12, 22)]"
5398,7ee3a3aa,[]
536,1b16785,"[datetime.date(2008, 9, 15), datetime.date(2017, 12, 12), datetime.date(2050, 12, 12)]"
9202,cc2dcd96,"[datetime.date(2020, 2, 9), datetime.date(2009, 2, 9), datetime.date(2014, 10, 9)]"
278,15f42023,"[datetime.date(2018, 1, 25), datetime.date(2018, 1, 31)]"
635,1cf45f93,"[datetime.date(2018, 12, 26), datetime.date(2018, 3, 26), datetime.date(2018, 12, 31), datetime.date(2017, 12, 31)]"
5973,8b035bc4,[]
11367,f8a64c55,[]
8398,bc15b779,"[datetime.date(2030, 12, 11), datetime.date(2017, 12, 15), datetime.date(2022, 12, 11), datetime.date(2017, 12, 11)]"
5858,88877e4e,"[datetime.date(2018, 2, 23), datetime.date(2018, 3, 6), datetime.date(2018, 3, 22), datetime.date(2018, 3, 16), datetime.date(2018, 3, 7)]"
528,1aeb49fc,"[datetime.date(2018, 12, 8), datetime.date(2018, 5, 8), datetime.date(2008, 5, 8), datetime.date(2040, 5, 8), datetime.date(2018, 5, 11)]"
6834,9c5acd56,"[datetime.date(2013, 1, 23), datetime.date(2018, 3, 23), datetime.date(2014, 1, 23), datetime.date(2010, 1, 23), datetime.date(2018, 12, 23)]"
4724,71a90677,"[datetime.date(2018, 5, 6)]"
488,19f4b4b1,"[datetime.date(2060, 5, 24)]"
9846,d93240f9,"[datetime.date(2018, 12, 26), datetime.date(2018, 4, 26), datetime.date(2018, 4, 20), datetime.date(2018, 4, 19), datetime.date(2018, 1, 26)]"
6034,8c28d873,"[datetime.date(2018, 11, 16), datetime.date(2018, 11, 11), datetime.date(2018, 3, 12), datetime.date(2018, 3, 11), datetime.date(2018, 5, 11)]"
10668,e9fb8345,"[datetime.date(2018, 6, 7)]"
9031,c88ff2e8,[]
2766,485a525b,"[datetime.date(2017, 7, 23), datetime.date(2018, 8, 23), datetime.date(2017, 6, 23)]"
4833,73da1609,"[datetime.date(2017, 12, 6), datetime.date(2009, 12, 19), datetime.date(2017, 12, 2), datetime.date(2002, 12, 19), datetime.date(2017, 5, 19)]"
3708,5d39878d,"[datetime.date(2018, 1, 25), datetime.date(2018, 1, 16), datetime.date(2018, 1, 19), datetime.date(2016, 8, 15), datetime.date(2017, 4, 15)]"
8201,b7e04579,"[datetime.date(2018, 1, 22), datetime.date(2017, 6, 30), datetime.date(2017, 1, 22), datetime.date(2018, 4, 6), datetime.date(2017, 10, 1)]"
5319,7d8b510a,"[datetime.date(2018, 5, 6), datetime.date(2000, 6, 6)]"
6239,901a5be,"[datetime.date(2018, 1, 10), datetime.date(2017, 1, 8), datetime.date(2018, 12, 8), datetime.date(2014, 1, 8), datetime.date(2009, 1, 8)]"
985,238b3605,"[datetime.date(2018, 5, 10)]"
7491,a9a27672,"[datetime.date(2018, 2, 20), datetime.date(2018, 2, 21), datetime.date(2018, 2, 12), datetime.date(2018, 5, 20), datetime.date(2018, 2, 11)]"
2088,3a2031da,[]
6062,8cb84ea5,"[datetime.date(2018, 1, 10), datetime.date(2017, 1, 10), datetime.date(2022, 1, 10), datetime.date(2017, 10, 10), datetime.date(2018, 1, 12)]"
7003,9f77a6f5,"[datetime.date(2025, 12, 15)]"
8332,ba9a1d75,"[datetime.date(2015, 3, 28), datetime.date(2030, 3, 28), datetime.date(2055, 3, 28)]"
9871,d9aba0e,"[datetime.date(2018, 4, 10)]"
4199,66e6ea8d,"[datetime.date(2017, 7, 23), datetime.date(2018, 3, 23), datetime.date(2022, 2, 23)]"
6494,95aa5cb9,"[datetime.date(2017, 5, 20), datetime.date(2017, 12, 16), datetime.date(2018, 12, 20), datetime.date(2017, 12, 20), datetime.date(2016, 7, 20)]"
2283,3dedc9d5,[]
11221,f57a1f83,[]
8291,b9fc6517,"[datetime.date(2018, 1, 5)]"
5804,872e2174,"[datetime.date(2017, 9, 2), datetime.date(2016, 4, 2), datetime.date(2018, 4, 2)]"
73,11c1f01c,"[datetime.date(2018, 6, 18), datetime.date(2011, 12, 18), datetime.date(2013, 5, 18), datetime.date(2011, 7, 18), datetime.date(2017, 12, 13)]"
4181,667243a,"[datetime.date(2017, 12, 20)]"
11188,f4d2cba1,"[datetime.date(2013, 4, 29), datetime.date(2018, 6, 1)]"
4720,71952b53,"[datetime.date(2021, 3, 13), datetime.date(2018, 3, 13)]"
6123,8dc98696,"[datetime.date(2018, 3, 5), datetime.date(2018, 3, 3), datetime.date(2019, 3, 13), datetime.date(2018, 3, 4), datetime.date(2017, 3, 13)]"
4192,66a77409,"[datetime.date(2010, 1, 8), datetime.date(2017, 5, 7), datetime.date(2017, 5, 19), datetime.date(2021, 2, 19), datetime.date(2017, 12, 19)]"
8386,bbef4ee9,"[datetime.date(2018, 12, 31), datetime.date(2017, 12, 31), datetime.date(2017, 12, 25), datetime.date(2017, 12, 22), datetime.date(2018, 12, 22)]"
1347,2ace7ab1,"[datetime.date(2014, 3, 25), datetime.date(2030, 3, 25), datetime.date(2017, 3, 25), datetime.date(2040, 3, 25), datetime.date(2021, 3, 25)]"
9887,d9f9733,[]
3632,5be1564f,[]
7226,a4623a7c,[]
4789,72f19905,"[datetime.date(2020, 1, 21), datetime.date(2013, 1, 21), datetime.date(2017, 7, 21), datetime.date(2018, 1, 22), datetime.date(2018, 12, 21)]"
7659,acfe462e,"[datetime.date(2009, 12, 13), datetime.date(2017, 9, 13), datetime.date(2017, 12, 19), datetime.date(2017, 8, 13), datetime.date(2017, 3, 13)]"
186,1438d91b,"[datetime.date(2047, 12, 7), datetime.date(2018, 12, 7), datetime.date(2017, 12, 7), datetime.date(2017, 12, 30)]"
11750,fff877d1,"[datetime.date(2018, 6, 11)]"
8267,b97373e2,"[datetime.date(2010, 3, 19), datetime.date(2014, 3, 19), datetime.date(2018, 12, 19), datetime.date(2017, 12, 19)]"
9745,d6ef6ee8,"[datetime.date(2018, 1, 30), datetime.date(2019, 1, 4), datetime.date(2060, 1, 4)]"
9472,d1849175,[]
7087,a169e3a2,"[datetime.date(2018, 1, 19), datetime.date(2003, 1, 19), datetime.date(2018, 1, 17), datetime.date(2008, 11, 7), datetime.date(2018, 5, 19)]"
8788,c3c41427,"[datetime.date(2017, 4, 3)]"
8631,c08c2e4,"[datetime.date(2018, 1, 2), datetime.date(2015, 5, 3), datetime.date(2018, 5, 3)]"
10102,de1da3f1,"[datetime.date(2018, 1, 14), datetime.date(2017, 5, 14), datetime.date(2015, 12, 14), datetime.date(2017, 10, 14), datetime.date(2014, 12, 14)]"
9091,c9a5e454,"[datetime.date(2050, 4, 8)]"
5110,79ac5d07,"[datetime.date(2018, 1, 15), datetime.date(2018, 1, 11)]"
3721,5d6e2651,"[datetime.date(2018, 1, 2), datetime.date(2017, 3, 28)]"
10922,ef2481a8,"[datetime.date(2018, 5, 5), datetime.date(2051, 5, 5), datetime.date(2013, 5, 5), datetime.date(2030, 5, 5), datetime.date(2018, 5, 21)]"
7549,ab137b5b,[]
4525,6d58c7ba,"[datetime.date(2018, 2, 15), datetime.date(2018, 5, 8), datetime.date(2018, 5, 19), datetime.date(2030, 5, 15), datetime.date(2065, 5, 15)]"
839,20d33d99,"[datetime.date(2017, 12, 9), datetime.date(2017, 3, 9), datetime.date(2017, 12, 11)]"
7356,a7016c96,"[datetime.date(2018, 5, 30), datetime.date(2018, 5, 9), datetime.date(2018, 3, 28), datetime.date(2018, 5, 11), datetime.date(2018, 5, 10)]"
3395,56cf254d,[]
6568,97009988,"[datetime.date(2018, 6, 10), datetime.date(2004, 6, 1), datetime.date(2018, 6, 1)]"
2104,3a60907d,"[datetime.date(2018, 2, 10), datetime.date(2018, 2, 26), datetime.date(2060, 2, 26), datetime.date(2053, 2, 26), datetime.date(2018, 2, 1)]"
1714,3215c5bc,"[datetime.date(2018, 10, 15), datetime.date(2021, 5, 17), datetime.date(2018, 5, 1), datetime.date(2013, 5, 17), datetime.date(2016, 5, 17)]"
4433,6bc19d8a,"[datetime.date(2016, 12, 16)]"
8357,bb2d8a49,"[datetime.date(2018, 2, 3)]"
10258,e1acd0f8,"[datetime.date(2017, 12, 24), datetime.date(2015, 12, 27), datetime.date(2018, 1, 2), datetime.date(2065, 12, 27), datetime.date(2017, 12, 25)]"
6329,923d0d97,"[datetime.date(2017, 5, 11)]"
6630,982ad6e7,"[datetime.date(2018, 2, 5), datetime.date(2018, 6, 19), datetime.date(2035, 2, 5), datetime.date(2010, 2, 5), datetime.date(2018, 5, 5)]"
10030,dc803944,"[datetime.date(2060, 2, 21)]"
4383,6a9e416f,"[datetime.date(2015, 11, 30), datetime.date(2032, 3, 19), datetime.date(2018, 12, 19), datetime.date(2050, 3, 19)]"
3349,55eb6b71,[]
8676,c186463d,[]
10895,eea7adba,"[datetime.date(2018, 3, 7), datetime.date(2018, 3, 6), datetime.date(2018, 2, 27)]"
6188,8ecd2031,"[datetime.date(2014, 5, 3), datetime.date(2018, 5, 7), datetime.date(2018, 5, 3), datetime.date(2017, 2, 3)]"
5066,78bea884,"[datetime.date(2018, 3, 22), datetime.date(2018, 3, 21), datetime.date(2006, 3, 22)]"
10677,ea4a54fc,"[datetime.date(2017, 4, 12), datetime.date(2018, 1, 22), datetime.date(2017, 1, 12), datetime.date(2020, 1, 12), datetime.date(2018, 1, 13)]"
5355,7e414ad7,"[datetime.date(2017, 5, 28), datetime.date(2015, 12, 28), datetime.date(2017, 12, 3), datetime.date(2016, 12, 28)]"
3660,5c54949,"[datetime.date(2018, 5, 31)]"
7047,a0a6964c,"[datetime.date(2018, 5, 22)]"
5821,878cc05,"[datetime.date(2020, 3, 19), datetime.date(2018, 3, 5), datetime.date(2018, 3, 20), datetime.date(2018, 7, 10)]"
4690,70fe5c8d,"[datetime.date(2018, 6, 3), datetime.date(2018, 6, 2), datetime.date(2018, 12, 2), datetime.date(2018, 5, 2), datetime.date(2032, 6, 2)]"
2544,43fc6a7f,[]
6928,9e2d17a5,"[datetime.date(2018, 3, 5), datetime.date(2018, 6, 11), datetime.date(2018, 6, 10), datetime.date(2018, 5, 5), datetime.date(2040, 6, 5)]"
3288,544a8dc6,"[datetime.date(2018, 5, 8), datetime.date(2018, 10, 8), datetime.date(2018, 1, 10)]"
155,13bd2310,"[datetime.date(2013, 4, 28), datetime.date(2018, 4, 28)]"
5966,8ad3024b,"[datetime.date(2009, 2, 23), datetime.date(2018, 3, 1), datetime.date(2013, 2, 23)]"
11204,f521ef73,"[datetime.date(2018, 6, 8), datetime.date(2030, 2, 15)]"
10019,dc353d7f,"[datetime.date(2027, 2, 26), datetime.date(2025, 3, 22)]"
4832,73d1d879,"[datetime.date(2030, 3, 24), datetime.date(2066, 3, 24), datetime.date(2018, 3, 13), datetime.date(2033, 3, 24)]"
11616,fd8e5df9,"[datetime.date(2018, 2, 7), datetime.date(2040, 2, 1), datetime.date(2018, 11, 1), datetime.date(2050, 2, 1), datetime.date(2018, 2, 1)]"
7109,a20f0771,"[datetime.date(2018, 3, 20), datetime.date(2018, 4, 18)]"
7818,afed7dae,"[datetime.date(2018, 8, 10), datetime.date(2018, 12, 10)]"
2874,4aec61fb,"[datetime.date(2017, 12, 28), datetime.date(2016, 12, 30), datetime.date(2017, 3, 30)]"
11072,f2751523,"[datetime.date(2018, 1, 14), datetime.date(2011, 3, 27), datetime.date(2040, 3, 27), datetime.date(2018, 3, 27), datetime.date(2016, 3, 27)]"
1798,33dce22b,"[datetime.date(2008, 5, 21), datetime.date(2013, 10, 21), datetime.date(2018, 5, 23), datetime.date(2016, 5, 21), datetime.date(2018, 3, 21)]"
8816,c4622efe,"[datetime.date(2017, 12, 26), datetime.date(2016, 11, 21), datetime.date(2017, 1, 21)]"
3304,54b54ab,"[datetime.date(2018, 4, 3)]"
877,2160f6c6,"[datetime.date(2017, 8, 20), datetime.date(2017, 5, 19)]"
9033,c898c927,"[datetime.date(2017, 9, 25), datetime.date(2017, 11, 25), datetime.date(2017, 4, 25), datetime.date(2017, 10, 25), datetime.date(2019, 12, 25)]"
6740,9a3981ac,"[datetime.date(2018, 1, 2), datetime.date(2017, 3, 27)]"
9124,ca89ed39,"[datetime.date(2017, 3, 31), datetime.date(2018, 1, 31), datetime.date(2018, 5, 31), datetime.date(2018, 2, 5)]"
5936,8a3febbd,"[datetime.date(2051, 5, 3), datetime.date(2018, 3, 3), datetime.date(2018, 5, 3), datetime.date(2018, 5, 5), datetime.date(2018, 5, 4)]"
61,116d1ca4,"[datetime.date(2017, 12, 18)]"
4185,667c620f,"[datetime.date(2018, 6, 4), datetime.date(2041, 6, 4), datetime.date(2018, 6, 7), datetime.date(2018, 1, 1), datetime.date(2018, 4, 4)]"
4451,6c25cda0,"[datetime.date(2015, 6, 3), datetime.date(2018, 6, 1), datetime.date(2018, 1, 3)]"
11734,ffaa2c37,"[datetime.date(2017, 12, 11)]"
10438,e594f8b1,"[datetime.date(2015, 2, 21), datetime.date(2017, 12, 15), datetime.date(2014, 2, 21), datetime.date(2018, 2, 26), datetime.date(2017, 12, 11)]"
1006,23ee0c78,"[datetime.date(2040, 1, 29), datetime.date(2016, 1, 29), datetime.date(2013, 1, 29), datetime.date(2018, 1, 30), datetime.date(2018, 5, 29)]"
2368,3fd7757d,[]
9806,d8336c06,"[datetime.date(2010, 1, 10)]"
9790,d7e18841,"[datetime.date(2011, 12, 18), datetime.date(2015, 12, 18)]"
8077,b523f42a,"[datetime.date(2018, 5, 3), datetime.date(2030, 5, 2), datetime.date(2051, 5, 2), datetime.date(2017, 5, 2), datetime.date(2020, 5, 2)]"
5752,86381766,"[datetime.date(2018, 3, 14), datetime.date(2018, 6, 8), datetime.date(2018, 3, 13)]"
8836,c4ebcc8e,"[datetime.date(2017, 12, 12), datetime.date(2017, 8, 12), datetime.date(2009, 12, 12), datetime.date(2017, 9, 12), datetime.date(2017, 12, 13)]"
7257,a538b951,"[datetime.date(2017, 5, 13), datetime.date(2016, 12, 13), datetime.date(2018, 3, 13), datetime.date(2017, 12, 13)]"
1719,32336ed7,"[datetime.date(2019, 3, 17), datetime.date(2050, 3, 17), datetime.date(2017, 12, 3), datetime.date(2017, 12, 20), datetime.date(2017, 12, 1)]"
9635,d4af9001,[]
2822,49ae235d,"[datetime.date(2017, 12, 28), datetime.date(2017, 12, 19)]"
4102,64d4aff3,[]
1902,3608d6c4,"[datetime.date(2018, 2, 19)]"
8921,c660952b,"[datetime.date(2041, 1, 17), datetime.date(2018, 1, 20), datetime.date(2015, 1, 17), datetime.date(2018, 1, 17), datetime.date(2016, 1, 17)]"
5368,7e724ecb,[]
11746,ffe480e3,"[datetime.date(2018, 5, 18), datetime.date(2018, 5, 17), datetime.date(2018, 5, 23), datetime.date(2018, 6, 4), datetime.date(2018, 8, 6)]"
5805,873d899b,"[datetime.date(2018, 3, 7), datetime.date(2018, 3, 14), datetime.date(2018, 10, 14), datetime.date(2018, 4, 1)]"
9213,cc736ba9,"[datetime.date(2014, 2, 19), datetime.date(2009, 2, 19), datetime.date(2018, 2, 10), datetime.date(2010, 2, 19), datetime.date(2018, 2, 6)]"
11692,fefc8a13,"[datetime.date(2023, 1, 14), datetime.date(2018, 1, 14), datetime.date(2018, 1, 1)]"
9210,cc53b0ff,"[datetime.date(2018, 12, 31), datetime.date(2002, 1, 31), datetime.date(2018, 1, 11), datetime.date(2018, 2, 5), datetime.date(2017, 7, 31)]"
7945,b275c746,"[datetime.date(2017, 5, 15), datetime.date(2045, 12, 15), datetime.date(2018, 6, 11), datetime.date(2017, 12, 8), datetime.date(2050, 12, 15)]"
4094,649efac7,[]
7282,a5ac801f,"[datetime.date(2016, 1, 10), datetime.date(2018, 11, 10), datetime.date(2018, 1, 15), datetime.date(2018, 5, 10), datetime.date(2030, 1, 10)]"
596,1c3c398f,"[datetime.date(2023, 3, 31), datetime.date(2017, 12, 13)]"
5723,85d67814,"[datetime.date(2018, 3, 17)]"
8626,c080ca2c,[]
1593,2f672c62,"[datetime.date(2017, 7, 3), datetime.date(2018, 12, 15), datetime.date(2017, 9, 15), datetime.date(2017, 12, 15), datetime.date(2017, 3, 3)]"
244,1562adc8,"[datetime.date(2017, 12, 26), datetime.date(2022, 11, 30)]"
696,1e216a0b,"[datetime.date(2017, 12, 6), datetime.date(2052, 12, 8), datetime.date(2020, 12, 8), datetime.date(2017, 12, 11)]"
1988,37e629ef,"[datetime.date(2018, 5, 7), datetime.date(2012, 5, 1), datetime.date(2018, 5, 2), datetime.date(2018, 12, 1), datetime.date(2017, 5, 1)]"
5852,88642de1,"[datetime.date(2017, 1, 11), datetime.date(2017, 12, 11)]"
7936,b25076b3,"[datetime.date(2017, 12, 15), datetime.date(2017, 5, 11), datetime.date(2002, 12, 11), datetime.date(2017, 12, 11)]"
8069,b4c4a40c,"[datetime.date(2012, 2, 10), datetime.date(2018, 2, 1), datetime.date(2018, 1, 10)]"
10077,dd76c2f1,"[datetime.date(2018, 5, 19), datetime.date(2018, 5, 7), datetime.date(2010, 5, 7), datetime.date(2018, 5, 20)]"
9407,d014504d,"[datetime.date(2019, 12, 19), datetime.date(2011, 12, 19), datetime.date(2017, 12, 25), datetime.date(2060, 12, 19)]"
2728,47c3fa83,"[datetime.date(2020, 1, 16), datetime.date(2018, 1, 22), datetime.date(2018, 9, 16), datetime.date(2018, 1, 18), datetime.date(2016, 1, 16)]"
2680,46a86cd3,"[datetime.date(2018, 3, 3)]"
9772,d78f7f73,"[datetime.date(2017, 12, 20), datetime.date(2035, 12, 21), datetime.date(2017, 12, 5), datetime.date(2017, 9, 21), datetime.date(2017, 12, 27)]"
7445,a8ac141c,"[datetime.date(2028, 2, 28), datetime.date(2009, 2, 28), datetime.date(2018, 2, 23), datetime.date(2018, 5, 28), datetime.date(2017, 2, 28)]"
7834,b04d1469,"[datetime.date(2017, 12, 20), datetime.date(2019, 12, 20)]"
9367,cf5a35d4,"[datetime.date(2014, 4, 4)]"
9098,c9dbc43e,"[datetime.date(2018, 1, 18), datetime.date(2018, 1, 24)]"
10878,ee5cd3cc,"[datetime.date(2018, 5, 18), datetime.date(2018, 5, 25), datetime.date(2018, 5, 24), datetime.date(2016, 6, 24), datetime.date(2016, 9, 24)]"
10310,e30bf4d3,"[datetime.date(2018, 1, 7), datetime.date(2018, 5, 14)]"
8304,ba1fe537,[]
11107,f3284dd7,"[datetime.date(2018, 12, 9), datetime.date(2050, 6, 9), datetime.date(2018, 8, 6), datetime.date(2040, 6, 9), datetime.date(2018, 6, 5)]"
1444,2c5f4624,"[datetime.date(2006, 1, 28), datetime.date(2014, 1, 28), datetime.date(2018, 1, 12), datetime.date(2018, 1, 29)]"
9144,cb29ff8f,"[datetime.date(2018, 5, 31), datetime.date(2015, 5, 31)]"
10037,dcacd143,"[datetime.date(2018, 3, 21), datetime.date(2018, 3, 10)]"
4385,6aabb85d,"[datetime.date(2018, 12, 18), datetime.date(2011, 2, 18), datetime.date(2018, 2, 21)]"
6290,9151e5de,"[datetime.date(2018, 5, 2), datetime.date(2065, 5, 8), datetime.date(2018, 5, 15), datetime.date(2018, 5, 8), datetime.date(2017, 5, 8)]"
8067,b4abec27,[]
10074,dd655dca,"[datetime.date(2018, 1, 18)]"
10952,efd177ca,"[datetime.date(2018, 1, 19), datetime.date(2018, 7, 8)]"
11682,fee09245,"[datetime.date(2016, 8, 7), datetime.date(2017, 5, 7), datetime.date(2017, 6, 7), datetime.date(2019, 5, 7), datetime.date(2017, 12, 8)]"
1732,3273576,"[datetime.date(2018, 6, 6), datetime.date(2006, 6, 6), datetime.date(2018, 6, 11), datetime.date(2017, 6, 6)]"
7679,ad5ddb7,[]
4554,6e115040,"[datetime.date(2050, 1, 4), datetime.date(2018, 1, 6), datetime.date(2018, 1, 7), datetime.date(2040, 1, 4), datetime.date(2018, 1, 4)]"
11588,fd06724e,"[datetime.date(2016, 1, 10), datetime.date(2018, 1, 10)]"
7770,af0fdc3f,"[datetime.date(2018, 5, 18), datetime.date(2018, 5, 7), datetime.date(2017, 6, 7), datetime.date(2001, 5, 7), datetime.date(2018, 9, 7)]"
7095,a1b3ab6e,"[datetime.date(2017, 12, 6), datetime.date(2017, 12, 5), datetime.date(2017, 3, 19), datetime.date(2030, 12, 19), datetime.date(2017, 12, 7)]"
8276,b99b9215,"[datetime.date(2018, 1, 17), datetime.date(2018, 2, 5)]"
10356,e3df87c5,"[datetime.date(2011, 11, 18), datetime.date(2018, 4, 25), datetime.date(2018, 4, 28), datetime.date(2018, 6, 30)]"
